gene_callers_id	source	accession	function	e_value
254	COG20_FUNCTION	COG0456	Ribosomal protein S18 acetylase RimI and related acetyltransferases (RimI) (PDB:1GHE)	1.3e-36
255	COG20_FUNCTION	COG1396	Transcriptional regulator, contains XRE-family HTH domain (HipB) (PDB:1ADR)	2.6e-51
257	COG20_FUNCTION	COG3570	Streptomycin 6-kinase (StrB)	7.7e-25
261	COG20_FUNCTION	COG0625	Glutathione S-transferase (GstA) (PDB:1A0F)	2.3e-39
262	COG20_FUNCTION	COG4177	ABC-type branched-chain amino acid transport system, permease component (LivM)	5.7e-110
263	COG20_FUNCTION	COG0559	Branched-chain amino acid ABC-type transport system, permease component (LivH)	3.3e-98
264	COG20_FUNCTION	COG0410	ABC-type branched-chain amino acid transport system, ATPase component LivF (LivF) (PDB:1JI0) (PUBMED:26527648;32250026)	2.9e-84
265	COG20_FUNCTION	COG0411	ABC-type branched-chain amino acid transport system, ATPase component LivG (LivG) (PDB:1G9X) (PUBMED:29514851)	1.7e-82
266	COG20_FUNCTION	COG0654	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases (UbiH) (PDB:1BF3)	4.8e-191
267	COG20_FUNCTION	COG0683	ABC-type branched-chain amino acid transport system, periplasmic component (LivK) (PDB:1USG)	1.6e-189
268	COG20_FUNCTION	COG1802	DNA-binding transcriptional regulator, GntR family (GntR) (PDB:3FMS)	1e-62
269	COG20_FUNCTION	COG0179	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway) (YcgM) (PDB:1GTT)	1.9e-106
270	COG20_FUNCTION	COG2514	Catechol-2,3-dioxygenase (CatE)	2.1e-133
271	COG20_FUNCTION	COG1234	Ribonuclease BN, tRNA processing enzyme (ElaC) (PDB:1WW1)	6.1e-80
274	COG20_FUNCTION	COG0462	Phosphoribosylpyrophosphate synthetase (PrsA) (PDB:1DKR)	9.1e-126
275	COG20_FUNCTION	COG1825	Ribosomal protein L25 (general stress protein Ctc) (RplY) (PDB:1B75)	7.8e-55
276	COG20_FUNCTION	COG0193	Peptidyl-tRNA hydrolase (Pth) (PDB:1RYB) (PUBMED:11835511)	5.9e-61
277	COG20_FUNCTION	COG0012	Ribosome-binding ATPase YchF, GTP1/OBG family (GTP1) (PDB:2DWQ) (PUBMED:21527254)	6.7e-144
278	COG20_FUNCTION	COG1506	Dipeptidyl aminopeptidase/acylaminoacyl peptidase (DAP2) (PDB:2JBW)	8.6e-15
280	COG20_FUNCTION	COG1612	Heme A synthase (CtaA) (PDB:6A2J)	6.5e-80
282	COG20_FUNCTION	COG0530	Ca2+/Na+ antiporter (ECM27) (PDB:3V5S)	4.8e-66
283	COG20_FUNCTION	COG1539	Dihydroneopterin aldolase (FolB) (PDB:1B9L)	1.4e-16
284	COG20_FUNCTION	COG0322	Excinuclease UvrABC, nuclease subunit (UvrC) (PDB:2NRT) (PUBMED:24513124)	6.5e-134
286	COG20_FUNCTION	COG2197	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains (CitB) (PDB:1A04)	9.1e-49
289	COG20_FUNCTION	COG0797	Peptidoglycan lytic transglycosylase RlpA, contains C-terminal SPOR domain (RlpA) (PDB:4AVR) (PUBMED:24806796)	6.2e-49
290	COG20_FUNCTION	COG1686	D-alanyl-D-alanine carboxypeptidase (DacC) (PDB:1HD8)	2.4e-80
291	COG20_FUNCTION	COG0125	Thymidylate kinase (Tmk) (PDB:3LV8)	4.6e-55
293	COG20_FUNCTION	COG0625	Glutathione S-transferase (GstA) (PDB:1A0F)	3.7e-68
294	COG20_FUNCTION	COG1680	CubicO group peptidase, beta-lactamase class C family (AmpC) (PDB:1BLS)	6.1e-120
295	COG20_FUNCTION	COG2207	AraC-type DNA-binding domain and AraC-containing proteins (AraC) (PDB:1BL0)	2e-18
297	COG20_FUNCTION	COG4213	ABC-type xylose transport system, periplasmic component (XylF) (PDB:4YWH)	1.8e-157
298	COG20_FUNCTION	COG0583	DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)	3.2e-84
299	COG20_FUNCTION	COG4189	Predicted transcriptional regulator, ArsR family	1.6e-114
300	COG20_FUNCTION	COG3534	Alpha-L-arabinofuranosidase (AbfA) (PDB:1PZ2)	4.5e-199
301	COG20_FUNCTION	COG3839	ABC-type sugar transport system, ATPase component MalK (MalK) (PDB:2ONK)	2.7e-33
305	COG20_FUNCTION	COG0541	Signal recognition particle GTPase (Ffh) (PDB:2V3C)	4.8e-90
306	COG20_FUNCTION	COG1741	Redox-sensitive bicupin YhaK, pirin superfamily (YhaK) (PDB:1J1L) (PUBMED:18561187)	1.2e-49
308	COG20_FUNCTION	COG1359	Quinol monooxygenase YgiN (YgiN) (PDB:1R6Y) (PUBMED:15613473)	9.6e-08
309	COG20_FUNCTION	COG0667	Pyridoxal reductase PdxI or related oxidoreductase, aldo/keto reductase family (PdxI) (PDB:1LQA) (PUBMED:32253339)	1.1e-143
310	COG20_FUNCTION	COG2721	Altronate dehydratase (UxaA) (PDB:6U7L)	2.3e-183
312	COG20_FUNCTION	COG0336	tRNA G37 N-methylase TrmD (TrmD) (PDB:1P9P)	3.9e-86
313	COG20_FUNCTION	COG0318	O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming) (MenE/FadK) (PDB:5EY9) (PUBMED:25151136;27455459)	6.7e-201
315	COG20_FUNCTION	COG0335!!!COG3743	Ribosomal protein L19 (RplS) (PDB:1VS6) (PUBMED:27941785)!!!Predicted 5' DNA nuclease, flap endonuclease-1-like, helix-3-turn-helix (H3TH) domain (H3TH)	1.9e-45
316	COG20_FUNCTION	COG0065	Homoaconitase/3-isopropylmalate dehydratase large subunit (LeuC) (PDB:4KP1)	3e-205
317	COG20_FUNCTION	COG0066	3-isopropylmalate dehydratase small subunit (LeuD) (PDB:3Q3W)	1.9e-87
318	COG20_FUNCTION	COG4618	ABC-type protease/lipase transport system, ATPase and permease components (ArpD) (PDB:5L22)	2.5e-91
319	COG20_FUNCTION	COG1538	Outer membrane protein TolC (TolC) (PDB:1EK9)	1.3e-16
320	COG20_FUNCTION	COG0633	Ferredoxin (Fdx) (PDB:1KRH)	7.6e-29
321	COG20_FUNCTION	COG3181	Tripartite-type tricarboxylate transporter, extracytoplasmic receptor component TctC (TctC) (PDB:2DVZ)	3.8e-30
322	COG20_FUNCTION	COG3333	TctA family transporter (PUBMED:14499931)	2.3e-110
323	COG20_FUNCTION	COG2159	5-carboxyvanillate decarboxylase LigW (lignin degradation), amidohydro domain (LigW) (PDB:2DVT) (PUBMED:26714575)	3.8e-107
324	COG20_FUNCTION	COG2159	5-carboxyvanillate decarboxylase LigW (lignin degradation), amidohydro domain (LigW) (PDB:2DVT) (PUBMED:26714575)	1.8e-136
330	COG20_FUNCTION	COG0789	DNA-binding transcriptional regulator, MerR family (SoxR) (PDB:2VZ4)	9.6e-16
332	COG20_FUNCTION	COG0436	Aspartate/methionine/tyrosine aminotransferase (AspB) (PDB:2O0R)	1.2e-143
333	COG20_FUNCTION	COG0431	NAD(P)H-dependent FMN reductase (SsuE) (PDB:6DQI)	2e-40
334	COG20_FUNCTION	COG0667	Pyridoxal reductase PdxI or related oxidoreductase, aldo/keto reductase family (PdxI) (PDB:1LQA) (PUBMED:32253339)	5.9e-107
335	COG20_FUNCTION	COG0673	Predicted dehydrogenase (MviM) (PDB:3UUW)	1.1e-137
336	COG20_FUNCTION	COG2084	3-hydroxyisobutyrate dehydrogenase or related beta-hydroxyacid dehydrogenase (MmsB) (PDB:1I36)	1.3e-76
337	COG20_FUNCTION	COG0583	DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)	3.7e-106
338	COG20_FUNCTION	COG2159	5-carboxyvanillate decarboxylase LigW (lignin degradation), amidohydro domain (LigW) (PDB:2DVT) (PUBMED:26714575)	3.3e-106
339	COG20_FUNCTION	COG0384	Predicted epimerase YddE/YHI9, PhzF superfamily (YHI9) (PDB:1SDJ) (PUBMED:24914732)	4e-54
341	COG20_FUNCTION	COG1652	Cytoplasmic potassium-binding protein Kbp/XkdP/YgaU, contains LysM domain (XkdP) (PDB:5FIM) (PUBMED:27112601)	3.5e-35
342	COG20_FUNCTION	COG0578	Glycerol-3-phosphate dehydrogenase (GlpA) (PDB:2RGH)	3.8e-97
343	COG20_FUNCTION	COG0473	Isocitrate/isopropylmalate dehydrogenase (LeuB) (PDB:1GC9)	1.3e-139
344	COG20_FUNCTION	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase QueF, C-terminal domain, T-fold superfamily (QueFC) (PDB:3BP1) (PUBMED:14660578;17384645)	5.3e-74
345	COG20_FUNCTION	COG0602	Organic radical activating enzyme NrdG/QueE (QueE) (PUBMED:14660578;17384645)	5.3e-76
346	COG20_FUNCTION	COG0720	6-pyruvoyl-tetrahydropterin synthase (QueD) (PDB:1B66) (PUBMED:14660578;17384645)	1.7e-40
347	COG20_FUNCTION	COG0603	7-cyano-7-deazaguanine synthase (queuosine biosynthesis) (QueC) (PDB:2PG3) (PUBMED:14660578;17384645)	3.1e-86
349	COG20_FUNCTION	COG0119	Isopropylmalate/homocitrate/citramalate synthases (LeuA) (PDB:4JN6)	8.8e-180
350	COG20_FUNCTION	COG1106	ATPase/GTPase, AAA15 family	7.7e-173
351	COG20_FUNCTION	COG0066	3-isopropylmalate dehydratase small subunit (LeuD) (PDB:3Q3W)	1.7e-11
353	COG20_FUNCTION	COG4581	Superfamily II RNA helicase (Dob10) (PDB:4A4Z)	6.6e-178
354	COG20_FUNCTION	COG3145	Alkylated DNA repair dioxygenase AlkB (AlkB) (PDB:3KHC)	9.5e-17
356	COG20_FUNCTION	COG0443	Molecular chaperone DnaK (HSP70) (DnaK) (PDB:3I33)	2.1e-255
357	COG20_FUNCTION	COG1570	Exonuclease VII, large subunit (XseA)	1.8e-36
358	COG20_FUNCTION	COG3908	Uncharacterized conserved protein, DUF2093 domain	7e-10
359	COG20_FUNCTION	COG3908	Uncharacterized conserved protein, DUF2093 domain	3.3e-12
360	COG20_FUNCTION	COG0625	Glutathione S-transferase (GstA) (PDB:1A0F)	1.7e-67
362	COG20_FUNCTION	COG0730	Sulfite exporter TauE/SafE/YfcA and related permeases, UPF0721 family (TauE) (PUBMED:21183667;22797525)	2.6e-104
364	COG20_FUNCTION	COG3839	ABC-type sugar transport system, ATPase component MalK (MalK) (PDB:2ONK)	3.8e-88
365	COG20_FUNCTION	COG0395	ABC-type glycerol-3-phosphate transport system, permease component (UgpE) (PDB:1VR4)	1.4e-112
366	COG20_FUNCTION	COG1175	ABC-type sugar transport system, permease component (UgpA) (PDB:3FH6)	7.2e-120
367	COG20_FUNCTION	COG1653	ABC-type glycerol-3-phosphate transport system, periplasmic component (UgpB) (PDB:2Z8D)	8.3e-101
368	COG20_FUNCTION	COG1028!!!COG3347	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)!!!Rhamnose utilisation protein RhaD, predicted bifunctional aldolase and dehydrogenase (RhaD) (PDB:3M4R)	2.2e-272
369	COG20_FUNCTION	COG0492	Thioredoxin reductase (TrxB) (PDB:3FBS)	1e-17
371	COG20_FUNCTION	COG1959	DNA-binding transcriptional regulator, IscR family (IscR) (PDB:1XD7)	1.2e-38
372	COG20_FUNCTION	COG1609	DNA-binding transcriptional regulator, LacI/PurR family (PurR) (PDB:1BDH)	3.1e-88
373	COG20_FUNCTION	COG1653	ABC-type glycerol-3-phosphate transport system, periplasmic component (UgpB) (PDB:2Z8D)	2.2e-192
374	COG20_FUNCTION	COG1175	ABC-type sugar transport system, permease component (UgpA) (PDB:3FH6)	2e-89
376	COG20_FUNCTION	COG1695	DNA-binding transcriptional regulator, PadR family (PadR) (PDB:1XMA) (PUBMED:19096365)	9.8e-32
377	COG20_FUNCTION	COG1680	CubicO group peptidase, beta-lactamase class C family (AmpC) (PDB:1BLS)	2.2e-56
378	COG20_FUNCTION	COG1680	CubicO group peptidase, beta-lactamase class C family (AmpC) (PDB:1BLS)	3.1e-09
379	COG20_FUNCTION	COG0266	Formamidopyrimidine-DNA glycosylase (Nei) (PDB:1EE8)	8.6e-78
380	COG20_FUNCTION	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG (UbiE) (PDB:4OBW)	4e-87
381	COG20_FUNCTION	COG0661	Predicted protein kinase regulating ubiquinone biosynthesis, AarF/ABC1/UbiB family (AarF) (PDB:4PED)	2.3e-121
384	COG20_FUNCTION	COG5587	Uncharacterized protein, contains DUF2461 domain	1.4e-35
385	COG20_FUNCTION	COG3791	Uncharacterized conserved protein (PDB:1X6M)	1.9e-43
386	COG20_FUNCTION	COG1278	Cold shock protein, CspA family (CspC) (PDB:1C9O)	4.3e-20
387	COG20_FUNCTION	COG0451	Nucleoside-diphosphate-sugar epimerase (WcaG) (PDB:2X4G)	1.1e-108
388	COG20_FUNCTION	COG1502	Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase (Cls) (PDB:1BYR)	9.6e-129
390	COG20_FUNCTION	COG1961	Site-specific DNA recombinase SpoIVCA/DNA invertase PinE (SpoIVCA) (PDB:1GDT)	3.5e-171
392	COG20_FUNCTION	COG0840	Methyl-accepting chemotaxis protein (MCP) (Tar) (PDB:1QU7)	1.9e-65
393	COG20_FUNCTION	COG1741	Redox-sensitive bicupin YhaK, pirin superfamily (YhaK) (PDB:1J1L) (PUBMED:18561187)	3.7e-93
395	COG20_FUNCTION	COG1476	DNA-binding transcriptional regulator, XRE-family HTH domain (XRE) (PDB:1UTX)	5.6e-15
396	COG20_FUNCTION	COG0739	Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contains LysM domain (NlpD) (PDB:2GU1)	6.9e-54
397	COG20_FUNCTION	COG1051!!!COG1056	ADP-ribose pyrophosphatase YjhB, NUDIX family (YjhB) (PDB:3GZ5)!!!Nicotinamide mononucleotide adenylyltransferase (NadR) (PDB:1LW7)	1.4e-50
399	COG20_FUNCTION	COG0471!!!COG0569	Di- and tricarboxylate antiporter (CitT) (PDB:4F35)!!!Trk/Ktr K+ transport system regulatory component TrkA/KtrA/KtrC, RCK domain (TrkA) (PDB:4XTT) (PUBMED:23815639;25957408;31868587;32095817)	1.1e-126
400	COG20_FUNCTION	COG0112	Glycine/serine hydroxymethyltransferase (GlyA) (PDB:1BJ4)	4e-182
401	COG20_FUNCTION	COG1327	Transcriptional regulator NrdR, contains Zn-ribbon and ATP-cone domains (NrdR)	1.5e-57
402	COG20_FUNCTION	COG0781	Transcription antitermination protein NusB (NusB) (PDB:1EY1) (PUBMED:21652641)	3.1e-32
403	COG20_FUNCTION	COG0611	Thiamine monophosphate kinase (ThiL) (PDB:5CC8)	6.8e-63
404	COG20_FUNCTION	COG0840	Methyl-accepting chemotaxis protein (MCP) (Tar) (PDB:1QU7)	1.2e-80
405	COG20_FUNCTION	COG2814	Predicted arabinose efflux permease AraJ, MFS family (AraJ) (PDB:4LDS)	9.2e-94
406	COG20_FUNCTION	COG2913	Outer membrane protein assembly factor BamE, lipoprotein component of the BamABCDE complex (BamE) (PDB:2KM7)	4.1e-24
407	COG20_FUNCTION	COG5452	Uncharacterized conserved protein (PDB:6RWT)	8.3e-31
408	COG20_FUNCTION	COG1399	23S rRNA accumulation protein YceD (essential in plants, uncharacterized in bacteria) (YceD) (PUBMED:27574185)	1e-16
409	COG20_FUNCTION	COG0416	Acyl-ACP:phosphate acyltransferase (fatty acid/phospholipid biosynthesis) (PlsX) (PDB:2GK3) (PUBMED:18992246)	2.5e-98
410	COG20_FUNCTION	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase III (FabH) (PDB:1UB7)	4.6e-120
411	COG20_FUNCTION	COG0776	Bacterial nucleoid DNA-binding protein IHF-alpha (HimA) (PDB:1B8Z)	1.3e-30
412	COG20_FUNCTION	COG0789	DNA-binding transcriptional regulator, MerR family (SoxR) (PDB:2VZ4)	6.1e-33
413	COG20_FUNCTION	COG0052!!!COG3743	Ribosomal protein S2 (RpsB) (PDB:4V4H)!!!Predicted 5' DNA nuclease, flap endonuclease-1-like, helix-3-turn-helix (H3TH) domain (H3TH)	4.8e-110
414	COG20_FUNCTION	COG0264	Translation elongation factor EF-Ts (Tsf) (PDB:1EFU)	3e-105
415	COG20_FUNCTION	COG0528	Uridylate kinase (PyrH) (PDB:2BND)	9.2e-84
416	COG20_FUNCTION	COG0233	Ribosome recycling factor (Frr) (PDB:1DD5)	1.7e-63
417	COG20_FUNCTION	COG0575	CDP-diglyceride synthetase (CdsA) (PDB:4Q2E)	8.1e-34
418	COG20_FUNCTION	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase (Dxr) (PDB:1JVS)	9.6e-101
419	COG20_FUNCTION	COG0750	Membrane-associated protease RseP, regulator of RpoE activity (RseP)	1.5e-93
420	COG20_FUNCTION	COG4775	Outer membrane protein assembly factor BamA (BamA) (PDB:5EKQ)	5.1e-138
421	COG20_FUNCTION	COG0764	3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratase (FabA) (PDB:1MKA)	6.8e-53
422	COG20_FUNCTION	COG0372	Citrate synthase (GltA) (PDB:3TQG) (PUBMED:25211225)	8e-197
423	COG20_FUNCTION	COG0008	Glutamyl- or glutaminyl-tRNA synthetase (GlnS) (PDB:1EUQ)	4.5e-169
424	COG20_FUNCTION	COG0658	DNA uptake channel protein ComEC, N-terminal domain (ComEC)	1.5e-24
425	COG20_FUNCTION	COG3490	Uncharacterized conserved protein, DUF1513 domain	9.4e-15
426	COG20_FUNCTION	COG0067!!!COG0069!!!COG0070	Glutamate synthase domain 1 (GltB1) (PDB:1EA0)!!!Glutamate synthase domain 2 (GltB2) (PDB:1EA0)!!!Glutamate synthase domain 3 (GltB3) (PDB:1EA0)	1.3e-283
427	COG20_FUNCTION	COG0609	ABC-type Fe3+-siderophore transport system, permease component (FepD) (PDB:2NQ2)	1.1e-19
428	COG20_FUNCTION	COG0614	ABC-type Fe3+-hydroxamate transport system, periplasmic component (FepB) (PDB:1ESZ)	3e-74
429	COG20_FUNCTION	COG0614	ABC-type Fe3+-hydroxamate transport system, periplasmic component (FepB) (PDB:1ESZ)	7.9e-83
430	COG20_FUNCTION	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase (ThiD) (PDB:1Y9X) (PUBMED:17351295)	9.4e-79
431	COG20_FUNCTION	COG0005	Purine nucleoside phosphorylase (XapA) (PDB:1YQQ)	1.9e-67
432	COG20_FUNCTION	COG2857	Cytochrome c1 (CYT1)	3.7e-63
433	COG20_FUNCTION	COG1290	Cytochrome b subunit of the bc complex (QcrB/PetB) (PDB:1VF5)	8.7e-175
434	COG20_FUNCTION	COG0723	Rieske Fe-S protein (QcrA/PetC) (PDB:5CXM) (PUBMED:27663073)	1.7e-68
435	COG20_FUNCTION	COG0219	tRNA(Leu) C34 or U34 (ribose-2'-O)-methylase TrmL, contains SPOUT domain (TrmL) (PDB:4JAK)	1.5e-49
436	COG20_FUNCTION	COG0408	Coproporphyrinogen-III oxidase HemH, oxygen-dependent (HemF) (PDB:3E8J)	1e-118
437	COG20_FUNCTION	COG0617	tRNA nucleotidyltransferase/poly(A) polymerase (PcnB) (PDB:3WFR)	2.7e-66
439	COG20_FUNCTION	COG0494	8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family (MutT) (PDB:4V14)	3.4e-41
440	COG20_FUNCTION	COG3816	Uncharacterized conserved protein, DUF1285 family (PDB:2RA9)	5.8e-32
441	COG20_FUNCTION	COG3153	Predicted N-acetyltransferase YhbS (yhbS) (PDB:4ZBG)	2.9e-18
442	COG20_FUNCTION	COG1409	3',5'-cyclic AMP phosphodiesterase CpdA (CpdA) (PDB:2ZO9)	3.7e-58
443	COG20_FUNCTION	COG0556	Excinuclease UvrABC helicase subunit UvrB (UvrB) (PDB:1C4O)	3.5e-293
444	COG20_FUNCTION	COG0840	Methyl-accepting chemotaxis protein (MCP) (Tar) (PDB:1QU7)	3.4e-07
445	COG20_FUNCTION	COG1600	Epoxyqueuosine reductase QueG (queuosine biosynthesis) (QueG) (PDB:5D08) (PUBMED:2150253)	1.1e-123
446	COG20_FUNCTION	COG0451	Nucleoside-diphosphate-sugar epimerase (WcaG) (PDB:2X4G)	6.9e-51
448	COG20_FUNCTION	COG0290	Translation initiation factor IF-3 (InfC) (PDB:2IFE)	1.2e-54
449	COG20_FUNCTION	COG2931	Ca2+-binding protein, RTX toxin-related (PDB:1AF0) (PUBMED:15135544)	4.4e-23
450	COG20_FUNCTION	COG0395	ABC-type glycerol-3-phosphate transport system, permease component (UgpE) (PDB:1VR4)	1.4e-79
451	COG20_FUNCTION	COG1175	ABC-type sugar transport system, permease component (UgpA) (PDB:3FH6)	3.1e-86
452	COG20_FUNCTION	COG1349	DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family (GlpR)	1.5e-81
453	COG20_FUNCTION	COG4584	Transposase	8e-60
454	COG20_FUNCTION	COG2801	Transposase InsO and inactivated derivatives (Tra5)	4e-26
455	COG20_FUNCTION	COG2801	Transposase InsO and inactivated derivatives (Tra5)	2.9e-78
456	COG20_FUNCTION	COG0742	16S rRNA G966 N2-methylase RsmD (RsmD) (PDB:2IFT)	5.9e-10
457	COG20_FUNCTION	COG1187	Pseudouridylate synthase RsuA, specific for 16S rRNA U516  and 23S rRNA U2605 (RsuA) (PDB:1KSK)	1e-84
458	COG20_FUNCTION	COG0590	tRNA(Arg) A34 adenosine deaminase TadA (TadA) (PDB:2A8N)	2.8e-45
459	COG20_FUNCTION	COG1396	Transcriptional regulator, contains XRE-family HTH domain (HipB) (PDB:1ADR)	4.8e-35
461	COG20_FUNCTION	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)	4.9e-85
464	COG20_FUNCTION	COG0136	Aspartate-semialdehyde dehydrogenase (Asd) (PDB:1BRM)	2e-142
466	COG20_FUNCTION	COG0789	DNA-binding transcriptional regulator, MerR family (SoxR) (PDB:2VZ4)	3.4e-43
469	COG20_FUNCTION	COG2240	Pyridoxal/pyridoxine/pyridoxamine kinase (PdxK) (PDB:5ZW9) (PUBMED:19096365;23189126)	4.3e-30
470	COG20_FUNCTION	COG0502	Biotin synthase or related enzyme (BioB) (PDB:1R30)	1.9e-125
471	COG20_FUNCTION	COG2301	Citrate lyase beta subunit (CitE) (PDB:4ROQ)	6e-63
472	COG20_FUNCTION	COG1247	L-amino acid N-acyltransferase MnaT (MnaT) (PDB:3DR6) (PUBMED:27941785)	4e-37
474	COG20_FUNCTION	COG0704	Phosphate uptake regulator PhoU (PhoU) (PDB:1T8B)	4.1e-44
475	COG20_FUNCTION	COG0745	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain (OmpR) (PDB:1XHF)	2.4e-81
476	COG20_FUNCTION	COG5352	Uncharacterized conserved protein (PDB:5YIU)	6.4e-36
477	COG20_FUNCTION	COG0842	ABC-type multidrug transport system, permease component (YadH)	8.5e-75
478	COG20_FUNCTION	COG0260	Leucyl aminopeptidase (PepB) (PDB:3H8E) (PUBMED:19553197;23825549)	1.3e-105
479	COG20_FUNCTION	COG0449	Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains (GlmS) (PDB:2J6H)	8.7e-98
480	COG20_FUNCTION	COG1207	Bifunctional protein GlmU, N-acetylglucosamine-1-phosphate-uridyltransferase/glucosamine-1-phosphate-acetyltransferase (GlmU) (PDB:3FWW)	9.4e-95
482	COG20_FUNCTION	COG0053	Divalent metal cation (Fe/Co/Zn/Cd) efflux pump (FieF) (PDB:2QFI)	5.9e-88
483	COG20_FUNCTION	COG0188	DNA gyrase/topoisomerase IV, subunit A (GyrA) (PDB:1SUU)	0
484	COG20_FUNCTION	COG0669	Phosphopantetheine adenylyltransferase (CoaD) (PDB:3F3M)	4.2e-34
485	COG20_FUNCTION	COG0652	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family (PpiB) (PDB:4DGD)	8.8e-52
487	COG20_FUNCTION	COG0567	2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, and related enzymes (SucA) (PDB:2JGD)	5.5e-119
488	COG20_FUNCTION	COG0508	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component (AceF) (PDB:1B5S)	1.9e-118
489	COG20_FUNCTION	COG2764	Zn-dependent glyoxalase, PhnB family (PhnB) (PDB:5KEF) (PUBMED:28034013)	1.8e-18
490	COG20_FUNCTION	COG1249	Dihydrolipoamide dehydrogenase (E3) component of pyruvate/2-oxoglutarate dehydrogenase complex or glutathione oxidoreductase (Lpd) (PDB:6QKG)	1.6e-195
491	COG20_FUNCTION	COG4284	UDP-N-acetylglucosamine pyrophosphorylase (QRI1) (PDB:1JV1)	2.4e-40
495	COG20_FUNCTION	COG3842	ABC-type Fe3+/spermidine/putrescine transport systems, ATPase component (PotA) (PDB:1Z47)	7.3e-118
496	COG20_FUNCTION	COG1167	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain (ARO8) (PDB:2R2N)	9.8e-98
497	COG20_FUNCTION	COG4664	TRAP-type mannitol/chloroaromatic compound transport system, large permease component (FcbT3)	6e-77
498	COG20_FUNCTION	COG0518!!!COG0519	GMP synthase, glutamine amidotransferase domain (GuaA1) (PDB:4WIM)!!!GMP synthase, PP-ATPase domain/subunit (GuaA2) (PDB:4WIM)	3.9e-66
499	COG20_FUNCTION	COG1182	FMN-dependent NADH-azoreductase (AzoR) (PDB:1TIK)	2.2e-29
500	COG20_FUNCTION	COG1182	FMN-dependent NADH-azoreductase (AzoR) (PDB:1TIK)	1.5e-46
501	COG20_FUNCTION	COG1741	Redox-sensitive bicupin YhaK, pirin superfamily (YhaK) (PDB:1J1L) (PUBMED:18561187)	1.5e-72
502	COG20_FUNCTION	COG0583	DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)	4.5e-57
503	COG20_FUNCTION	COG0410	ABC-type branched-chain amino acid transport system, ATPase component LivF (LivF) (PDB:1JI0) (PUBMED:26527648;32250026)	1.1e-94
504	COG20_FUNCTION	COG0411	ABC-type branched-chain amino acid transport system, ATPase component LivG (LivG) (PDB:1G9X) (PUBMED:29514851)	7.6e-86
505	COG20_FUNCTION	COG4177	ABC-type branched-chain amino acid transport system, permease component (LivM)	1.1e-102
506	COG20_FUNCTION	COG0559	Branched-chain amino acid ABC-type transport system, permease component (LivH)	1.3e-108
